uniqueId,conceptId,lotNumber,din,reviewDate,expiryDate,lastUpdated
5fbacda2-b671-4532-a7d1-4560665ba775,7481000087104,N1D91,02352044,2016-11-24,2018-12-31,2019-07-18
bca96e5a-c015-42e8-b7f4-344ec95f075d,7481000087104,N1D60,02352044,2016-12-28,2018-12-31,2019-07-18
6e7f57f2-9b6b-4e98-b04f-f708a669dccb,7481000087104,N1A82,02352044,2017-03-16,2018-09-30,2019-07-18
ce366deb-408b-49ac-be37-2961f91b86d4,19311000087109,148101,02417030,2015-11-05,2016-08-31,2019-07-18
30afa293-78bf-4849-aca7-9b4b11ebbdb0,19311000087109,152001B,02417030,2016-01-06,2017-02-28,2019-07-18
abd24c72-81d7-4933-94e2-3b7798f10e37,19311000087109,146101B,02417030,2016-03-29,2016-10-31,2019-07-18
6fde40dd-d9da-48e7-bffe-2b8e3099dd51,19311000087109,144701B,02417030,2016-03-29,2016-10-31,2019-07-18
569b32a5-826d-4e27-a981-6ad98bb8d86b,19311000087109,145001A,02417030,2016-03-29,2016-09-30,2019-07-18
43d349a0-12ce-40a2-a41b-4bbe7daa830a,19311000087109,154401A,02417030,2016-04-04,2017-05-31,2019-07-18
2a67b844-f01a-4168-baf2-2be596ca80fd,19311000087109,154901C,02417030,2016-04-15,2017-06-30,2019-07-18
0731956d-2bb2-4f23-aa03-5a0661bdd3b6,19311000087109,157021,02417030,2016-07-29,2017-08-31,2019-07-18
1244c1bb-03c8-4580-ade7-9a659c9ce66c,19311000087109,15D301A,02417030,2016-08-24,2017-10-31,2019-07-18
d11fb736-15d8-4cfa-b0ff-91fabf8259b9,19311000087109,159101A,02417030,2016-11-02,2017-09-30,2019-07-18
62567398-d787-4578-8f28-30cac64481df,19311000087109,162101B,02417030,2017-02-07,2018-01-31,2019-07-18
825a9c1e-fb35-4b67-800e-11d1db42f91a,19311000087109,161801A,02417030,2017-02-07,2018-01-31,2019-07-18
060272cc-6fe5-4040-b5a7-c63cad33fad2,7441000087109,AC37B178AD,02247600,2015-03-18,2017-04-30,2019-07-18
23fd360e-d1df-4f2b-b2bf-ab06dbddfe27,7441000087109,AC37B178AC,02247600,2015-03-31,2017-04-30,2019-07-18
2325b900-ab78-4184-bded-2c0a7cd1b50c,7441000087109,AC37B189AF,02247600,2015-04-17,2017-08-31,2019-07-18
10efd076-0339-4d2d-839e-c24795edd5e5,7441000087109,AC37B189AH,02247600,2015-06-29,2015-08-31,2019-07-18
87b703d3-276a-4c65-9941-5ea39c9407b6,7441000087109,AC37B197AE,02247600,2015-08-04,2017-10-31,2019-07-18
65869a4d-6781-411b-af2c-db46586c6c84,7441000087109,AC37B200BE,02247600,2016-02-12,2017-11-30,2019-07-18
22be6ba1-71b8-401c-a05d-641f6640ca0f,7441000087109,AC37B200BG,02247600,2016-02-19,2017-11-30,2019-07-18
ea954614-0b43-4273-aa15-3e5c0b84ea50,7441000087109,AC37B200BH,02247600,2016-04-20,2017-11-30,2019-07-18
6c3161ef-5689-4bd5-a7be-48944cfcb294,7441000087109,AC37B227BA,02247600,2016-07-06,2018-10-31,2019-07-18
760d77f0-aa6d-48af-8379-680ed951910e,7441000087109,AC37B241AB,02247600,2016-08-09,2019-01-31,2019-07-18
4d2a08af-810e-49c9-8c24-5a20c6e5da5e,7441000087109,AC37B241AC,02247600,2016-10-04,2019-01-31,2019-07-18
d481eb8d-5507-437a-82e3-b31f79dcc6e0,7441000087109,AC37B241AD,02247600,2016-10-20,2019-01-31,2019-07-18
cfb77237-0536-450e-a909-c1186f579124,7441000087109,AC37B247AA,02247600,2017-01-12,2019-05-31,2019-07-18
6cfc91b4-fcc7-4a94-a415-51fd44b7d586,7441000087109,AC37B247AC,02247600,2017-01-12,2019-05-31,2019-07-18
8125ca32-f6e3-460d-b87b-c37d300d601f,7441000087109,AC37B247AD,02247600,2017-02-03,2019-05-31,2019-07-18
cfd2423d-7b4c-4c82-a671-73255e433370,7491000087102,AC39B077AA,02312557,2015-08-07,2017-12-31,2019-07-18
b90d5059-897f-4d63-bfe2-9dc7250854a1,7491000087102,AC39B077AB,02312557,2015-08-31,2017-12-31,2019-07-18
853734d7-ee2b-4368-b810-90be921eb338,7491000087102,AC39B077AF,02312557,2015-12-01,2017-12-31,2019-07-18
17e68609-9911-4bf4-97be-c6e6fc4f3c78,7491000087102,AC39B098BA,02312557,2016-11-22,2019-02-28,2019-07-18
4f7fb36e-a9fe-4aac-8c58-474a88292430,7491000087102,AC39B098BB,02312557,2016-11-22,2019-02-28,2019-07-18
688114bd-7acb-4238-b76a-e485892d717e,7491000087102,AC39B098BC,02312557,2016-11-22,2019-02-28,2019-07-18
1579d719-2f6e-47c6-b382-77715f8fdf99,7491000087102,AC39B098BD,02312557,2016-11-22,2019-02-28,2019-07-18
bf714249-68ae-46e9-9530-c386c2d8d36a,7491000087102,AC39B098BE,02312557,2017-01-12,2019-02-28,2019-07-18
6d3c0add-63b6-45a8-905e-90a26193a330,7491000087102,AC39B098BG,02312557,2017-03-02,2019-02-28,2019-07-18
24d4368d-2984-4790-b9cb-94f3e593cddf,7401000087106,KV4407B3,02247208,2015-02-06,2017-08-31,2019-07-18
74dc3a81-f256-4498-b8bf-634aac306233,7401000087106,KV4409A1,02247208,2015-02-06,2017-08-31,2019-07-18
203cb4bf-70b9-4b3b-b1ac-78bfefad7001,7401000087106,KV4408A1,02247208,2015-02-06,2014-08-31,2019-07-18
0c49aa1c-fad4-4627-81b8-9eb8c2226b8b,7401000087106,KV4408A2,02247208,2015-02-06,2017-08-31,2019-07-18
8e13924a-6a5a-4521-b870-a9a63629aa41,7401000087106,KV4409A2,02247208,2015-05-28,2017-09-30,2019-07-18
77a9b849-9eba-4128-ae8b-38c1bd619def,7401000087106,KV4409B2,02247208,2015-06-04,2017-09-30,2019-07-18
468ba636-8b8e-4825-9d55-b88a9d0ff4ac,7401000087106,KV4411A1,02247208,2015-06-10,2017-10-31,2019-07-18
747463e4-5ba4-405f-86e5-767a4fe2657e,7401000087106,KV4409B1,02247208,2015-06-11,2017-09-30,2019-07-18
093fd683-8125-472d-87e7-2d4957e43105,7401000087106,KV5413A1,02247208,2015-06-25,2018-01-31,2019-07-18
c1080804-b10e-483d-b537-85e4064a166d,7401000087106,KV4411B1,02247208,2015-06-25,2017-10-31,2019-07-18
1c5572e3-761e-443c-8f6b-2469f198a3fd,7401000087106,KV5413B1,02247208,2015-06-30,2018-01-31,2019-07-18
0369646c-764b-442e-912f-93847e76b309,7401000087106,KV5413B2,02247208,2015-06-30,2018-01-31,2019-07-18
bf4d4d21-0e45-406d-b8f8-9f9608c15a76,7401000087106,KV5415A1,02247208,2015-08-13,2018-02-28,2019-07-18
e751a92e-e938-4f1b-abe1-8380db5efdaa,7401000087106,KV5415A2,02247208,2015-08-13,2018-02-28,2019-07-18
a613d930-9e0e-4e7e-aeeb-b909bb1919e6,7401000087106,KV5415B1,02247208,2015-09-03,2018-02-28,2019-07-18
485c0700-33da-4e0c-bfed-aa1130968a64,7401000087106,KV5415B2,02247208,2015-09-28,2018-02-28,2019-07-18
10dc46ec-a59f-44a0-91b5-d9f2064aa3fc,7401000087106,KV5417A1,02247208,2015-09-28,2018-03-31,2019-07-18
7b636a31-773d-41c8-be38-096deeff483c,7401000087106,KV5417B1,02247208,2015-09-30,2018-03-31,2019-07-18
3d7ff2fd-3896-4e9f-b8a8-e5c8ac9a15a4,7401000087106,KV5418A1,02247208,2015-10-08,2018-03-31,2019-07-18
9722d0e1-03e2-47c7-a847-00c1871ed051,7401000087106,KV5418B1,02247208,2015-10-15,2018-03-31,2019-07-18
38f84e2f-eb55-49d8-a616-7478c8bccb56,7401000087106,KV5414A3,02247208,2015-10-15,2018-02-28,2019-07-18
9bbee832-6fc5-465c-8f8c-7e7c435d96f1,7401000087106,KV5422A1,02247208,2015-11-05,2018-05-31,2019-07-18
ac6f5355-18b3-49b3-a476-8a98276fa997,7401000087106,KV5423A1,02247208,2015-11-12,2018-05-31,2019-07-18
7889a336-2ce7-43f4-b4ec-9e6e87728b07,7401000087106,KV5422A2,02247208,2015-11-12,2018-05-31,2019-07-18
77c8fc71-4da2-4a22-87b3-3049a0a5d750,7401000087106,KV5427A1,02247208,2015-12-01,2018-09-30,2019-07-18
15e63b08-d953-4e4a-a778-4447aeafc7a0,7401000087106,KV5428A1,02247208,2015-12-17,2018-09-30,2019-07-18
7f70e8c3-2199-4877-82ad-1b5b76703aa7,7401000087106,KV5428B1,02247208,2016-01-04,2018-09-30,2019-07-18
6f48ee5a-b2ec-453d-a589-01acc0fd2b85,7401000087106,KV5428B2,02247208,2016-01-04,2018-09-30,2019-07-18
aa31d84a-a648-48d6-b9c4-564b169f6a56,7401000087106,KV5429B1,02247208,2016-01-14,2018-09-30,2019-07-18
e660430b-48c2-4b54-a9de-158c4922d4ec,7401000087106,KV5429A1,02247208,2016-01-14,2018-09-30,2019-07-18
f09b9115-7906-405d-9dae-d24db0e47c09,7401000087106,KV5430A1,02247208,2016-01-19,2018-10-31,2019-07-18
e36b4950-1450-42ca-9d67-e3ced6a9dd8c,7401000087106,KV5434B2,02247208,2016-04-28,2018-10-31,2019-07-18
49c6d20f-d636-431b-94ee-975d1f922f62,7401000087106,KV5430B1,02247208,2016-04-28,2018-10-31,2019-07-18
2be6229d-fd8e-4bca-af4c-28303d332512,7401000087106,KV6443A1,02247208,2016-08-24,2019-03-31,2019-07-18
2a6ae952-5c26-4292-870f-62b880731fe4,7401000087106,KV6440A1,02247208,2016-08-30,2019-02-28,2019-07-18
0572005c-2b0a-40c1-a3bf-8ca6ea31f465,7401000087106,KV6443B1,02247208,2016-09-26,2019-03-31,2019-07-18
a3a684a5-da0c-4be7-ba14-f33231f94754,7401000087106,KV6445A1,02247208,2016-09-27,2019-04-30,2019-07-18
636e895b-62bc-4983-98be-e0e3e9494112,7401000087106,KV6443A2,02247208,2016-10-04,2019-03-31,2019-07-18
1b212db2-9b3f-4782-b883-5e65a91a6748,7401000087106,KV6445B1,02247208,2016-10-13,2019-04-30,2019-07-18
50c4b600-c3a4-422e-96a9-17880e75de5a,7401000087106,KV6449A1,02247208,2016-10-24,2019-05-31,2019-07-18
d7d5771b-108f-4746-8d61-8a31ab70e9c8,7401000087106,KV6449B1,02247208,2016-11-28,2019-05-31,2019-07-18
83684fab-676d-4b30-b8f2-a1714e043374,7401000087106,KV6452A1,02247208,2016-12-08,2019-08-31,2019-07-18
11464d1e-7f78-4ef3-999a-29e010f379e6,7401000087106,KV6452B1,02247208,2016-12-13,2019-08-31,2019-07-18
97b7990b-c73f-4188-9a4d-b808f613260c,7401000087106,KV6456A1,02247208,2017-02-07,2019-09-30,2019-07-18
b5d56241-b0f6-4e62-926b-d7745c881eea,7401000087106,KV6456B1,02247208,2017-03-01,2019-09-30,2019-07-18
45c0cb65-4c00-4358-9062-0e936dd637c8,7041000087104,A72CA892A,02239200,2015-03-27,2017-02-28,2019-07-18
d330c603-f83a-4118-b9a8-6a62b9306ae6,7041000087104,A72CA929A,02239200,2016-06-06,2018-10-31,2019-07-18
576f33ca-66f2-46b0-869e-cb753769ba04,7041000087104,A72CA954A,02239200,2017-02-01,2019-04-30,2019-07-18
309d4a11-4e6f-41d9-9984-8f367326e0c6,7361000087100,L0269,01959042,2015-05-29,2017-08-31,2019-07-18
ea46da17-2d1c-48d9-ab11-c69ae5fa8d1a,7361000087100,K0195-1,01959042,2015-06-01,2016-04-30,2019-07-18
e8062f08-22e6-4db3-8a26-12891a0d2120,7361000087100,L0269-1,01959042,2015-09-03,2017-08-31,2019-07-18
93a2f60b-feff-4b1d-a8c2-fec1cb955742,7361000087100,N1B56,01959042,2016-10-27,2019-02-28,2019-07-18
2b4e8448-01ec-4781-8028-a4e753c009a3,7461000087105,AC20B328AA,02241284,2015-05-19,2017-09-30,2019-07-18
39771fd0-dade-4cb3-bdfc-15c05638c5ba,7461000087105,AC20B328AB,02241284,2015-05-19,2017-09-30,2019-07-18
2277d80c-4408-411a-8cf4-64b07060003c,7461000087105,AC20B328AC,02241284,2015-08-31,2017-09-30,2019-07-18
e83b789a-ac1f-46a0-af61-ebb643672278,7451000087107,A21CC521A,02253852,2015-06-05,2017-04-30,2019-07-18
145614d9-fee2-4c52-bfc5-a6fd6e4d08b0,7451000087107,A21CC469A,02253852,2015-06-05,2017-04-30,2019-07-18
abad2772-650c-413d-88b0-72ccd6075287,7451000087107,A21CC555A,02253852,2015-09-16,2017-04-30,2019-07-18
188d295a-deb0-4227-b817-19558888f558,7451000087107,A21CC635A,02253852,2015-11-25,2018-02-28,2019-07-18
4bb48f3e-d31a-4952-acc9-4ecc95947511,7451000087107,A21CC635B,02253852,2015-11-26,2018-02-28,2019-07-18
cd733875-d7b3-496b-945a-1a6dd0e818fe,7451000087107,A21CC638A,02253852,2015-12-03,2018-02-28,2019-07-18
3e71c6f2-ebb2-4729-b87e-132cfc911aa6,7451000087107,A21CC637A,02253852,2015-12-04,2018-02-28,2019-07-18
dae9e45b-c17f-455f-93d6-c60648656ddf,7451000087107,A21CC763A,02253852,2016-04-04,2018-02-28,2019-07-18
f0389665-ed7f-43a7-9f37-7e610c30da8b,7451000087107,A21CC786A,02253852,2016-06-08,2018-08-31,2019-07-18
bc585e87-0df6-4abf-ab20-8e7c9c34db7f,7451000087107,A21CC788A,02253852,2016-06-08,2018-08-31,2019-07-18
70a39e9f-f325-4052-9924-bb54d79217cb,7451000087107,A21CC828A,02253852,2016-09-07,2018-08-31,2019-07-18
de5a442f-7568-4a91-aff8-ed865eb44485,7451000087107,A21CC829A,02253852,2016-09-20,2018-08-31,2019-07-18
500bece2-0976-4432-a898-687bc8403e64,7451000087107,A21CC870A,02253852,2016-10-11,2018-08-31,2019-07-18
b14178f7-a9fd-4f0e-8a1f-544b42c6cfd5,7451000087107,A21CC900A,02253852,2016-11-04,2018-08-31,2019-07-18
275d0fbb-9ae6-47a6-a9de-ee18bf56ea62,7451000087107,A21CC901A,02253852,2016-11-04,2018-08-31,2019-07-18
f4b829eb-d496-4f2b-9a5f-16b4701848da,7451000087107,A21CC937A,02253852,2017-01-12,2019-02-28,2019-07-18
cf8ec041-bbdd-4f01-9071-427abe3291eb,7451000087107,A21CC936A,02253852,2017-01-12,2019-02-28,2019-07-18
2b338720-117b-4293-97e6-4e6502d8312a,7451000087107,A21CC941A,02253852,2017-01-12,2019-02-28,2019-07-18
6cded662-a095-4d7b-bee5-9c400c1a762f,7451000087107,A21CC957A,02253852,2017-01-26,2019-02-28,2019-07-18
94d49314-f3c4-4d03-9e00-d8179f8aedcb,7451000087107,A21CC989A,02253852,2017-03-09,2019-02-28,2019-07-18
fb33749f-33a9-40bf-93ff-068071e75a5b,7451000087107,A21CC990A,02253852,2017-03-09,2019-02-28,2019-07-18
f747b52b-00eb-4dee-806a-bdfe46379f16,7501000087105,A20CB262A,02257122,2015-05-20,2017-05-31,2019-07-18
5f20d7dd-795e-4375-a5e0-1ea9dd0f9e17,7501000087105,A20CB261A,02257122,2015-05-20,2017-05-31,2019-07-18
1ee1f0bd-5381-4621-a0e6-0ca95f328120,7501000087105,A20CB276A,02257122,2015-05-22,2017-09-30,2019-07-18
57f6302c-a05d-495a-bc99-542fb8bde4d5,7501000087105,A20CB281A,02257122,2015-05-27,2017-05-31,2019-07-18
62211e94-aca4-40f9-8e75-b1aec5ff167c,7501000087105,A20CB335A,02257122,2015-12-24,2017-09-30,2019-07-18
a042a3ea-76b5-4b3b-9cfe-2d3bd5cc7da7,7501000087105,A20CB353A,02257122,2016-06-30,2018-01-31,2019-07-18
98b6c40c-43c7-44f2-9c6b-b2f3ea1e52cd,,UH553A,01959018,2015-01-12,2015-02-10,2019-07-18
576b7611-6aa9-499d-b235-4cc8246ad3ec,,UH553AB,01959018,2015-02-17,2016-01-14,2019-07-18
2cb7b6d3-353f-436b-8c12-141ef51aba1e,,UI037AC,01959018,2016-08-15,2016-09-24,2019-07-18
adbea26d-8104-4ceb-9e29-8fc57b99ef58,7131000087109,U4922AH,02279924,2015-02-02,2016-06-09,2019-07-18
b5d7f5b6-a8c1-487c-b519-3b27432896be,7131000087109,U5103B,02279924,2015-02-13,2016-11-17,2019-07-18
efbec630-8107-4146-97ae-53ebf480010c,7131000087109,U5171BD,02279924,2015-03-06,2016-12-20,2019-07-18
98462d3a-19d3-47de-b0f7-4e0ec762a703,7131000087109,U5103BG,02279924,2015-04-07,2016-11-17,2019-07-18
1e92048c-3de9-4a50-9945-028752463e2f,7131000087109,U5188AC,02279924,2015-06-19,2017-03-18,2019-07-18
556297f3-0802-4e93-ba5b-b8baea91d4cc,7131000087109,U5103bh,02279924,2015-11-05,2016-11-17,2019-07-18
6aadf169-77a9-44d0-b1eb-2a0e753811be,7131000087109,U5273AD,02279924,2016-01-25,2017-05-26,2019-07-18
1fca5295-7366-4e13-bfc9-e8bc3d971c62,7131000087109,U5343AC,02279924,2016-01-26,2017-08-10,2019-07-18
51bd511b-56d5-421c-b670-d4df88d48963,7131000087109,U5391AD,02279924,2016-06-16,2017-09-15,2019-07-18
63388108-85d7-4d59-ad10-15a87928723c,7131000087109,U5506AA,02279924,2016-07-28,2018-02-08,2019-07-18
6a9575af-9f43-4bfa-a622-4fe6ea53afa3,7131000087109,U5465AE,02279924,2016-07-28,2018-01-27,2019-07-18
221cbdb0-b216-44dc-af72-8c97b524daaa,7131000087109,U5538AF,02279924,2016-11-16,2018-04-23,2019-07-18
e58ead97-3e91-49e4-aa54-fe0344cdaad0,7071000087107,982011A,02243820,2015-02-18,2017-01-31,2019-07-18
abba4252-e638-4ccb-84fa-410b3bc41168,7071000087107,984011,02243820,2015-02-18,2017-01-31,2019-07-18
946640ad-a27b-451d-8343-b9f841bb0ed6,7071000087107,981011C,02243820,2015-03-11,2017-01-31,2019-07-18
358ac839-6a51-4cbc-9219-abbc8c48130a,7071000087107,963011A,02243820,2015-03-11,2016-12-31,2019-07-18
be030f80-a15c-4035-8a0c-a45a27fb215c,7071000087107,988011,02243820,2015-03-11,2017-01-31,2019-07-18
7d3adee5-8deb-443f-9250-b3a33ee4d41f,7071000087107,979011D,02243820,2015-03-11,2017-01-31,2019-07-18
90229ac2-5943-4769-9f6e-a95a1893c915,21691000087104,153901,02440709,2015-09-02,2018-03-31,2019-07-18
